StartDate,EndDate,Progress,Duration (in seconds),Finished,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Text / Graphic,Q1,Q2,Q3,Q4,Q5,Q6_15,Q6_16,Q6_17,Q6_18,Q6_19,Q7_0_GROUP,Q7_1_GROUP,Q7_2_GROUP,Q7_0_1_RANK,Q7_0_2_RANK,Q7_0_3_RANK,Q7_0_4_RANK,Q7_0_5_RANK,Q7_0_6_RANK,Q7_0_7_RANK,Q7_0_8_RANK,Q7_0_9_RANK,Q7_0_10_RANK,Q7_0_11_RANK,Q7_0_12_RANK,Q7_0_13_RANK,Q7_0_14_RANK,Q7_1_1_RANK,Q7_1_2_RANK,Q7_1_3_RANK,Q7_1_4_RANK,Q7_1_5_RANK,Q7_1_6_RANK,Q7_1_7_RANK,Q7_1_8_RANK,Q7_1_9_RANK,Q7_1_10_RANK,Q7_1_11_RANK,Q7_1_12_RANK,Q7_1_13_RANK,Q7_1_14_RANK,Q7_2_1_RANK,Q7_2_2_RANK,Q7_2_3_RANK,Q7_2_4_RANK,Q7_2_5_RANK,Q7_2_6_RANK,Q7_2_7_RANK,Q7_2_8_RANK,Q7_2_9_RANK,Q7_2_10_RANK,Q7_2_11_RANK,Q7_2_12_RANK,Q7_2_13_RANK,Q7_2_14_RANK,Q8,Q9,Q10,Q11,Q12,Q12_1_TEXT,Q13,Q14,Q15,Q15_6_TEXT,Q16,Q17,Q18,Q18_24_TEXT,Q19,Q20
2/3/2023 16:02,2/3/2023 16:05,100,176,TRUE,,42.7273,-73.6696,anonymous,EN,Yes,Monthly,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,92,93,95,89,53,"Alaska Airlines,Hawaiian Airlines,United Airlines,Delta Air Lines","Spirit Airlines,Southwest Airlines,JetBlue,American Airlines,Frontier Airlines","Eastern Airlines,Sun Country Airlines,Avelo Airlines,Allegiant Air,Breeze Airways",1,,,,,4,,,2,,,,,3,,,4,,,,,5,,3,2,1,,,,4,,3,5,,1,,,,,,2,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,White,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 16:32,2/3/2023 16:39,100,439,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,"No,I prefer not to answer this question.","No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,51,51,51,51,52,"Alaska Airlines,Delta Air Lines","American Airlines,United Airlines",,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,No,Yes,No,No,Yes,Speak English instead of Mandarin. ,Yes,18-24 years old,Female,,No,Asian,Prefer Not to Disclose,,I do not suffer from any chronic illness.,"When fly with Cathay Pacific airline (with the main hub in Hong Kong), the flight attendants sometimes show different attitude towards people speak Cantonese, Mandarin or other languages - with Mandarin speakers often being treated less carefully compared to other language speakers.    "
2/3/2023 16:38,2/3/2023 16:41,100,184,TRUE,,41.3296,-72.9678,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Delta Air Lines,United Airlines,American Airlines,Hawaiian Airlines,JetBlue,Alaska Airlines,Spirit Airlines,Frontier Airlines,Southwest Airlines",,"Allegiant Air,Sun Country Airlines,Avelo Airlines,Eastern Airlines,Breeze Airways",6,,3,,,1,,8,4,5,9,7,,2,,,,,,,,,,,,,,,,1,,3,5,,4,,,,,,2,,No,No,No,Yes,No,,Yes,18-24 years old,Female,,No,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 17:41,2/3/2023 17:46,100,292,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Delta Air Lines,American Airlines,Avelo Airlines,Spirit Airlines,JetBlue,United Airlines,Frontier Airlines",Southwest Airlines,"Alaska Airlines,Hawaiian Airlines,Allegiant Air,Sun Country Airlines,Breeze Airways,Eastern Airlines",,,2,3,,1,,7,,5,,4,,6,,,,,,,,,,,1,,,,1,3,,,5,,6,,2,,,,4,,No,No,No,No,No,,Yes,18-24 years old,Male,,Yes,Asian,Christianity,,I do not suffer from any chronic illness.,
2/3/2023 19:54,2/3/2023 19:58,100,266,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,,,I do not visibly represent any religious symbols.,60,60,60,60,60,"Delta Air Lines,United Airlines",Spirit Airlines,"Eastern Airlines,Frontier Airlines,Hawaiian Airlines,Sun Country Airlines,Southwest Airlines,Breeze Airways,Avelo Airlines,American Airlines,Alaska Airlines,JetBlue,Allegiant Air",,,,,,1,,,,,,,,2,,,,,,,,,,,,1,,,9,11,8,7,6,,1,2,3,10,5,,4,,No,No,No,I prefer not to answer this question.,No,,Yes,18-24 years old,Male,,No,White,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/3/2023 21:57,2/3/2023 22:02,100,312,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,Delta Air Lines,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,25-34 years old,Gender Variant/Non-Conforming,,Yes,Black of African American,African Diaspora Religion,,I do not suffer from any chronic illness.,I often feel nervous a man will pat me down 
2/4/2023 11:03,2/4/2023 11:08,100,308,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Delta Air Lines,JetBlue,Southwest Airlines","American Airlines,United Airlines,Spirit Airlines","Hawaiian Airlines,Allegiant Air,Breeze Airways,Sun Country Airlines,Alaska Airlines,Avelo Airlines,Eastern Airlines,Frontier Airlines",,,,,,1,,,,2,3,,,,,,1,,,,,,,,,3,,2,5,2,,6,3,,7,8,1,,,,4,,No,Yes,No,No,Yes,stay quiet and move quickly,No,18-24 years old,Female,,Yes,Asian,Christianity,,I do not suffer from any chronic illness.,
2/4/2023 11:25,2/4/2023 11:29,100,217,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"Hawaiian Airlines,Alaska Airlines,JetBlue,Delta Air Lines,American Airlines,Southwest Airlines,United Airlines",,"Frontier Airlines,Avelo Airlines,Breeze Airways,Eastern Airlines,Sun Country Airlines,Spirit Airlines",2,,5,,,4,,,1,3,6,,,7,,,,,,,,,,,,,,,,,,2,3,,4,1,,,,6,5,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,White,Prefer Not to Disclose,,I do not suffer from any chronic illness.,
2/4/2023 12:15,2/4/2023 12:20,100,329,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,"Your Name,Muslim Headscarf / Hijab",40,54,29,49,49,"Southwest Airlines,Avelo Airlines","United Airlines,American Airlines","Delta Air Lines,Allegiant Air,Breeze Airways,Eastern Airlines,Sun Country Airlines,Frontier Airlines,Hawaiian Airlines,JetBlue,Spirit Airlines,Alaska Airlines",,,,2,,,,,,,1,,,,,,2,,,,,,,,,,,1,10,2,,,3,1,4,6,7,8,,9,5,,No,No,No,No,Yes,Being cautious about how I speak and how I appear to others.,Yes,18-24 years old,Gender Variant/Non-Conforming,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,Denied assistance when I requested help with putting my carry on into the overhead storage space.
2/4/2023 13:58,2/4/2023 14:01,100,183,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,Monthly,No,"No, I have not filed a complaint.",No,"Your Name,Turban",50,50,30,50,50,"American Airlines,Southwest Airlines,Delta Air Lines","Spirit Airlines,Frontier Airlines,JetBlue,United Airlines","Sun Country Airlines,Alaska Airlines,Eastern Airlines,Hawaiian Airlines,Avelo Airlines,Breeze Airways,Allegiant Air",,,1,,,3,,,,,2,,,,,,,,,,,2,,3,,1,,4,2,7,,5,6,,3,,4,,,,1,,No,No,No,No,No,,Yes,18-24 years old,Male,,Yes,Asian,Sikhism,,I do not suffer from any chronic illness.,
2/3/2023 23:35,2/4/2023 20:28,100,75146,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,60,80,50,50,90,"Alaska Airlines,American Airlines,Hawaiian Airlines,JetBlue,Southwest Airlines,Spirit Airlines","Delta Air Lines,United Airlines","Avelo Airlines,Allegiant Air,Breeze Airways,Eastern Airlines,Frontier Airlines,Sun Country Airlines",1,,2,,,,,,3,4,5,6,,,,,,,,1,,,,,,,,2,,2,,1,3,,4,5,,,,,6,,No,No,No,No,No,,Yes,18-24 years old,Male,,Yes,White,Christianity,,I do not suffer from any chronic illness.,
2/5/2023 9:23,2/5/2023 9:26,100,227,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"American Airlines,Hawaiian Airlines",Delta Air Lines,"Allegiant Air,Avelo Airlines,Alaska Airlines,Breeze Airways,Eastern Airlines,Southwest Airlines,Frontier Airlines,JetBlue,Spirit Airlines,Sun Country Airlines,United Airlines",,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,3,1,,2,4,,5,7,,8,6,9,10,11,No,No,No,No,No,,Yes,25-34 years old,Male,,No,Asian,Christianity,,I do not suffer from any chronic illness.,
2/5/2023 13:49,2/5/2023 13:53,100,226,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,70,70,60,71,79,"Southwest Airlines,Delta Air Lines,American Airlines,United Airlines",Spirit Airlines,"Eastern Airlines,Breeze Airways,Hawaiian Airlines,JetBlue,Sun Country Airlines,Frontier Airlines,Avelo Airlines,Allegiant Air,Alaska Airlines",,,3,,,2,,,,,1,,,4,,,,,,,,,,,,1,,,9,8,,7,2,,1,6,3,4,,,5,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,Multiracial,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/5/2023 15:59,2/5/2023 16:03,100,282,TRUE,,40.7182,-74.0476,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.,No, I do not know how to file a complaint.",No,"Your Name,Muslim Headscarf / Hijab",50,50,25,50,50,"American Airlines,Delta Air Lines,Southwest Airlines,United Airlines",Spirit Airlines,"Breeze Airways,Eastern Airlines,Frontier Airlines,Hawaiian Airlines,JetBlue,Avelo Airlines,Allegiant Air,Alaska Airlines,Sun Country Airlines",,,1,,,2,,,,,3,,,4,,,,,,,,,,,,1,,,8,7,,6,1,,2,3,4,5,,,9,,No,Yes,No,No,I prefer not to answer this question.,,Yes,25-34 years old,Female,,Yes,Asian,Islam,,I prefer not to answer this question.,
2/5/2023 16:05,2/5/2023 16:09,100,257,TRUE,,38.93,-77.35,anonymous,EN,Yes,Monthly,No,"No, I have not filed a complaint.",No,Your Name,50,50,33,50,50,"United Airlines,Alaska Airlines,JetBlue,American Airlines,Hawaiian Airlines,Frontier Airlines,Delta Air Lines","Spirit Airlines,Southwest Airlines","Allegiant Air,Avelo Airlines,Breeze Airways,Sun Country Airlines,Eastern Airlines",2,,4,,,7,,6,5,3,,,,1,,,,,,,,,,,2,1,,,,1,,2,3,,5,,,,,,4,,No,No,No,No,No,,Yes,35-44 years old,Female,,Yes,Some Other Race,Islam,,I do not suffer from any chronic illness.,Often get SSSS 
2/5/2023 16:17,2/5/2023 16:22,100,275,TRUE,,38.6287,-90.1988,anonymous,EN,Yes,4-6 times per year,I prefer not to answer this question.,"No, I have not filed a complaint.",No,Your Name,50,50,50,50,50,"Southwest Airlines,Allegiant Air,Delta Air Lines,United Airlines","Spirit Airlines,American Airlines,Frontier Airlines","Eastern Airlines,JetBlue,Alaska Airlines,Avelo Airlines,Breeze Airways,Hawaiian Airlines,Sun Country Airlines",,2,,,,3,,,,,1,,,4,,,2,,,,,3,,,,1,,,3,,,4,5,,1,,6,2,,,7,,No,No,No,No,Yes,"Wear clothing that doesn’t have heavy fabric so it doesn’t require a path down through the security line. Also, tsa prechek",Yes,35-44 years old,Female,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
2/5/2023 16:30,2/5/2023 16:38,100,457,TRUE,,45.3736,-75.918,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of ancestry.","No, I have not filed a complaint.",No,"Your Name,Long beard",50,48,68,50,49,American Airlines,Southwest Airlines,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,,Yes,65+ years old,Male,,No,Asian,Islam,,Heart disease,Travelled with Emirate’s / Great experience 
2/5/2023 16:44,2/5/2023 16:48,100,226,TRUE,,43.0747,-77.5181,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of religion.","No, I have not filed a complaint.",No,Your Name,100,,55,100,100,"Delta Air Lines,United Airlines,Southwest Airlines,JetBlue,American Airlines,Frontier Airlines",,"Avelo Airlines,Eastern Airlines,Alaska Airlines,Breeze Airways,Sun Country Airlines,Hawaiian Airlines,Spirit Airlines,Allegiant Air",,,5,,,1,,6,,4,3,,,2,,,,,,,,,,,,,,,3,8,,1,4,,2,,6,,,7,5,,No,No,No,No,No,,Yes,45-54 years old,Male,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
2/5/2023 17:30,2/5/2023 17:38,100,455,TRUE,,40.4242,-79.7658,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of religion.","No, I do not know how to file a complaint.",No,Muslim Headscarf / Hijab,50,50,20,25,76,"JetBlue,Southwest Airlines","Delta Air Lines,United Airlines","Allegiant Air,Alaska Airlines,American Airlines,Avelo Airlines,Breeze Airways,Frontier Airlines,Eastern Airlines,Spirit Airlines,Hawaiian Airlines,Sun Country Airlines",,,,,,,,,,1,2,,,,,,,,,1,,,,,,,,2,2,1,3,4,5,,7,6,9,,,8,10,,No,Yes,Yes,No,Yes,Overly friendly ,Yes,45-54 years old,Female,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,I was asked to deplane because I challenged a flight attendant for assuming I could not speak English. 
2/5/2023 19:41,2/5/2023 19:46,100,302,TRUE,,38.7911,-77.5264,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,"Your Name,Muslim Headscarf / Hijab",50,50,50,50,50,,,"Frontier Airlines,American Airlines,Allegiant Air,Avelo Airlines,Breeze Airways,Delta Air Lines,JetBlue,Eastern Airlines,Hawaiian Airlines,Sun Country Airlines,United Airlines,Spirit Airlines,Southwest Airlines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,6,8,1,9,7,13,12,10,11,No,No,No,No,No,,Yes,18-24 years old,Female,,Yes,Asian,Islam,,,I haven’t had any negative experiences while traveling
2/5/2023 21:16,2/5/2023 21:22,100,366,TRUE,,41.3091,-72.8701,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,70,50,50,38,50,"United Airlines,JetBlue,Hawaiian Airlines,Alaska Airlines","Spirit Airlines,Southwest Airlines,Frontier Airlines,Delta Air Lines,Breeze Airways,American Airlines","Sun Country Airlines,Eastern Airlines,Avelo Airlines,Allegiant Air",4,,,,,,,,3,2,,,,1,,,6,,5,4,,3,,,2,1,,,,4,,3,,,2,,,,,,1,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,Multiracial,Buddhism,,Depression,"I want to note that although I am multiracial, I am white passing and light skinned. While traveling with my mother as a child, she experienced a lot of visa issues and racial profiling at the airport. This is probably because her english isn't super strong and her maiden name didn't match the name on her passport. My mother is Thai and Black (dark skinned)>  "
2/5/2023 21:23,2/5/2023 21:26,100,226,TRUE,,45.6728,-121.5398,anonymous,EN,Yes,4-6 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,75,75,75,75,75,"Delta Air Lines,Alaska Airlines,Southwest Airlines","Sun Country Airlines,Spirit Airlines,American Airlines","Breeze Airways,Eastern Airlines,Allegiant Air,Avelo Airlines",2,,,,,1,,,,,3,,,,,,3,,,,,,,,,2,1,,,3,,4,1,,2,,,,,,,,No,No,No,No,No,,Yes,45-54 years old,Female,,Yes,Multiracial,Christianity,,I prefer not to answer this question.,
2/6/2023 6:16,2/6/2023 6:23,100,400,TRUE,,40.488,-74.4544,anonymous,EN,Yes,4-6 times per year,"Yes, on the basis of religion.","No, I have not filed a complaint.",No,Long beard,11,94,94,97,99,"United Airlines,Southwest Airlines,Delta Air Lines",American Airlines,"JetBlue,Sun Country Airlines,Spirit Airlines,Hawaiian Airlines,Frontier Airlines,Allegiant Air,Eastern Airlines,Breeze Airways,Avelo Airlines,Alaska Airlines",,,,,,3,,,,,2,,,1,,,1,,,,,,,,,,,,10,6,,9,8,,7,5,4,1,,3,2,,No,No,No,No,No,,Yes,35-44 years old,Male,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,
2/6/2023 6:43,2/6/2023 6:47,100,205,TRUE,,41.3186,-72.9302,anonymous,EN,Yes,<3 times per year,No,"No, I have not filed a complaint.",No,I do not visibly represent any religious symbols.,50,50,50,50,50,"United Airlines,JetBlue,Spirit Airlines,Avelo Airlines,Delta Air Lines,American Airlines",,"Sun Country Airlines,Hawaiian Airlines,Southwest Airlines,Alaska Airlines,Frontier Airlines,Eastern Airlines,Allegiant Air,Breeze Airways",,,6,4,,5,,,,2,,3,,1,,,,,,,,,,,,,,,4,7,,,8,,6,5,2,,3,,1,,No,No,No,No,No,,No,18-24 years old,Female,,Yes,Asian,Atheism/Agnosticism,,I do not suffer from any chronic illness.,
2/6/2023 10:13,2/6/2023 10:23,100,575,TRUE,,34.0544,-118.2441,anonymous,EN,Yes,<3 times per year,"Yes, on the basis of religion.","Yes, I filed a complaint with a local agency.",No,"Your Name,Long beard,Turban",30,25,10,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,"Dress different, travel w/ family, avoid certain airports, pack lightly, pack differently",Yes,35-44 years old,Male,,Yes,Asian,Islam,,I do not suffer from any chronic illness.,Always extra security checks and almost always detained for further questioning after landing from international travel.
1/30/2023 11:02,1/30/2023 11:03,24,21,FALSE,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
